paper_id,title,authors,year,venue,abstract,url,decision,reason
8ef52238987f,Scheduling algorithms for high-performance computing: An application perspective of fog computing,"S Razzaq, A Wahid, F Khan, N Amin, MA Shah",2019.0,Recent Trends and …,Authors proposed workflow scheduling algorithm to efficiently minimize both execution time   are dominant in operational cost of high-performance computing to manage workloads [23].,https://link.springer.com/chapter/10.1007/978-3-319-99966-1_10,include,"obj=True, wl=True"
fd50177c989f,Enhanced hybrid multi-objective workflow scheduling approach based artificial bee colony in cloud computing,"M Zeedan, G Attiya, N El-Fishawy",2023.0,Computing,listing the tasks according to priority defined by Heterogeneous Earliest Finish Time (HEFT)   scientific applications that demand a high-performance computing environment in order to,https://link.springer.com/article/10.1007/s00607-022-01116-y,include,"obj=False, wl=True"
2b7f91ebbaf5,A survey study on task scheduling schemes for workflow executions in cloud computing environment: classification and challenges,M Hosseini Shirvani,2024.0,The Journal of Supercomputing,as cloud computing and high-performance computing (HPC)  solve workflow scheduling  problems in heterogeneous systems.  scientific workflow scheduling problems in heterogeneous,https://link.springer.com/article/10.1007/s11227-023-05806-y,exclude,no optimization method
4d503a1dc22a,Multi-objective workflow scheduling in cloud computing: trade-off between makespan and cost,"A Belgacem, K Beghdad-Bey",2022.0,Cluster Computing,"We propose a HEFT-ACO approach, which is based on the heterogeneous earliest end time  (HEFT), and the ant colony algorithm (ACO) to minimize them. Experimental simulations are",https://link.springer.com/article/10.1007/s10586-021-03432-y,include,"obj=True, wl=True"
e862d24aa028,An effective meta-heuristic based multi-objective hybrid optimization method for workflow scheduling in cloud computing environment,"J Kakkottakath Valappil Thekkepuryil, DP Suseelan",2021.0,Cluster …,"tasks, and they require high-performance computing resources for efficient execution.   Workflow scheduling in the cloud is very challenging due to the versatility and heterogeneity",https://link.springer.com/article/10.1007/s10586-021-03269-5,include,"obj=False, wl=True"
71d73ad1605e,Data-locality aware scientific workflow scheduling methods in HPC cloud environments,"J Choi, T Adufu, Y Kim",2017.0,International Journal of Parallel Programming,"-intensive, require high-performance computing resources to  network bandwidth and  heterogeneous resources capacity.  related research on scientific workflow scheduling methods [1",https://link.springer.com/article/10.1007/s10766-016-0463-0,exclude,no optimization method
4a08dfee905b,A reinforcement learning-based population hyper-heuristic for energy-efficient cloud workflow scheduling problem,"Y Li, Y He, J Lin, Z Xu, S Zhang",2025.0,IEEE Transactions on …,"branch-and-bound method for workflow scheduling in heterogeneous systems. Later, Sirisha  et al. [ Several other algorithms have also been developed for cloud workflow scheduling.",https://ieeexplore.ieee.org/abstract/document/11080081/,include,"obj=True, wl=True"
66b5c205b30a,HBDCWS: heuristic-based budget and deadline constrained workflow scheduling approach for heterogeneous clouds,"N Rizvi, D Ramesh",2020.0,Soft Computing,applications toward a high-performance computing system is  due to the dynamic and  heterogeneous nature of cloud and  and deadline constrained workflow scheduling algorithm (,https://link.springer.com/article/10.1007/s00500-020-05127-9,include,"obj=True, wl=True"
5a45cddc73b2,An energy-efficient big data workflow scheduling algorithm under budget constraints for heterogeneous cloud environment,"W Ahmad, B Alam, A Atman",2021.0,The Journal of Supercomputing,"amount of high-performance computing systems for the  , energy-efficient workflow  scheduling under budget constraints  an energy-efficient workflow scheduling algorithm named",https://link.springer.com/article/10.1007/s11227-021-03733-4,include,"obj=True, wl=True"
79d2c60eb4cf,Novel approaches toward scalable composable workflows in hyper-heterogeneous computing environments,"J Bader, J Belak, M Bement, M Berry",2023.0,… on High Performance …,Centrally administered and supported WMS enable streamlined workflow design and  execution within high-performance computing environments. Our group at the Department of,https://dl.acm.org/doi/abs/10.1145/3624062.3626283,exclude,no scheduling/mapping focus
457f28bb583a,Scheduling large-scale scientific workflow on virtual machines with different numbers of vCPUs.,"H Wu, X Chen, X Song, C Zhang",2021.0,Journal of …,"(VMs) in cloud platform, the existing workflow scheduling approaches are inefficient to strike  a  In contrast to the traditional high-performance computing platforms, like grid computing or",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09208542&AN=147909205&h=tXq2hURvllMaIhMjy6GpxRYdZ1%2Bj8WI%2Bak%2FKokp5yUPkwJgEzJBGo9p9OrlVZozw5MxfOtc%2BdP47sSyqIUq%2BYw%3D%3D&crl=c,exclude,no optimization method
c9ee46b7dc9b,A hybrid metaheuristic for multi-objective scientific workflow scheduling in a cloud environment,"N Anwar, H Deng",2018.0,Applied sciences,"as a high-performance computing environment with a large  due to its dynamic and  heterogeneous nature. The aim of this  study is represented by a set of heterogeneous k VMs, M =",https://www.mdpi.com/2076-3417/8/4/538,include,"obj=False, wl=True"
5167f84cafc2,A multi-criteria decision making heuristic for workflow scheduling in cloud computing environment.,"CT Kamanga, E Bugingo",2023.0,Journal of …,High-performance computing applications can be found in  solution for high-performance  computing applications because it  We assume the availability of heterogeneous resources that,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09208542&AN=161138716&h=cXXEe%2F%2B%2BcjPLg2SGTMpgRICfVig1n2zac5JwuOYimQ2ijfJEPNQOqUtxLEqB23nUD4Z7FNYFOej7O2DX9IFB1Q%3D%3D&crl=c,include,"obj=False, wl=True"
8f749da3b7ad,An efficient task scheduling for weather forecasting suites in high performance computing,"R Nath, A Nagaraju",2022.0,International Journal of Information Technology,workflow scheduling with soft deadlines is proposed by Bochenina et al. [8]. The authors  proposed a scheduling approach on a non-dedicated heterogeneous  for heterogeneous,https://link.springer.com/article/10.1007/s41870-021-00787-8,exclude,no optimization method
c36390283cba,A survey on scheduling techniques in computing and network convergence,"S Tang, Y Yu, H Wang, G Wang, W Chen",2023.0,… Surveys & Tutorials,"Network Convergence from heterogeneous resources, multiple- distributed DCs, and High  Performance Computing (HPC) tasks.  to two aspects of workflow scheduling dynamics, the",https://ieeexplore.ieee.org/abstract/document/10304187/,exclude,no optimization method
e888e75c9ce3,Dynamic scheduling of eda scientific workflows in hybrid computing environments,"Q Shen, C Yu, J Xiao, S Tang",2019.0,… Performance Computing …,"based on HCE, including Cloud and High Performance Computing (HPC) clusters, which takes   Barbosa, “Fairness resource sharing for dynamic workflow scheduling on heterogeneous",https://ieeexplore.ieee.org/abstract/document/8855664/,exclude,no optimization method
2788b596249e,Enabling Scientific Workflow Scheduling Research in Non-Uniform Memory Access Architectures,"A Vivas, H Castro",2025.0,arXiv preprint arXiv:2511.19832,"of multiple NUMA domains, each with heterogeneous memory regions such as high- analysis  of scientific workflow scheduling under NUMA effects in highperformance computing (HPC)",https://arxiv.org/abs/2511.19832,exclude,no optimization method
7df7a091c225,Towards Highly Compatible I/O-Aware Workflow Scheduling on HPC Systems,"Y Dai, R Wang, Y Dong, K Lu",2024.0,… High Performance Computing …,workflow scheduling  workflow scheduling complexities on HPC systems and facilitates  the testing of various scheduling algorithms. We also propose a heuristic workflow scheduling,https://ieeexplore.ieee.org/abstract/document/10793223/,include,"obj=False, wl=True"
7199c7a95519,A survey on scheduling strategies for workflows in cloud environment and emerging trends,"M Adhikari, T Amgoth, SN Srirama",2019.0,ACM Computing Surveys (CSUR),requirements/opportunities for workflow scheduling in a distributed  This article also discusses  workflow scheduling in the  to the partially available heterogeneous resources [132]. The,https://dl.acm.org/doi/abs/10.1145/3325097,exclude,no optimization method
ae684e42c4f9,Flux: Overcoming scheduling challenges for exascale workflows,"DH Ahn, N Bass, A Chu, J Garlick, M Grondona",2020.0,Future Generation …,evaluation of Flux on some of the emerging workflow efforts at Lawrence Livermore National  Laboratory indicates that our approach can significantly address major workflow scheduling,https://www.sciencedirect.com/science/article/pii/S0167739X19317169,exclude,no optimization method
887f3594540e,A Novel Optimization Approach for Energy-Efficient Multiple Workflow Scheduling in Cloud Environment.,"A Aggarwal, S Kumar, A Bhansali",2024.0,… Systems Science & …,"high-performance computing, scaling, and virtualized resources [1]. This process is known  as task/workflow scheduling.  algorithm under budget constraints for heterogeneous cloud",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=02676192&AN=178627406&h=v33%2FeVeonpqYZ1TTRZ%2BMN8%2BUk5QDN0HWiWLA4GqagIGeEeVD8K8ASeXOYBlGMXjUQLvCo0DU5flb1a37aVpebA%3D%3D&crl=c,include,"obj=True, wl=True"
6a7b2a387827,Energy-aware scientific workflow scheduling in cloud environment,"A Choudhary, MC Govil, G Singh, LK Awasthi, ES Pilli",2022.0,Cluster Computing,"environment because Cloud environment can have dynamicity, heterogeneity, and  communication overhead. In this depth, Workflow scheduling is a challenging issue because it may",https://link.springer.com/article/10.1007/s10586-022-03613-3,exclude,no optimization method
0666bd6290f1,E-HEFT: enhancement heterogeneous earliest finish time algorithm for task scheduling based on load balancing in cloud computing,"Y Samadi, M Zbakh, C Tadonki",2018.0,… High Performance Computing …,"To evaluate a workflow scheduling algorithm, we should measure its performance on some  sample workflows. So, there is a need for a good simulator for experimental purposes. One",https://ieeexplore.ieee.org/abstract/document/8514405/,include,"obj=True, wl=True"
03e666d891fe,Multi objective prioritized workflow scheduling using deep reinforcement based learning in cloud computing,"S Mangalampalli, SS Hashmi, A Gupta, GR Karri",2024.0,IEEE …,"generated from various heterogeneous resources and task  a novel multi objective workflow  scheduling algorithm using Deep  , to schedule workflows in high performance computing",https://ieeexplore.ieee.org/abstract/document/10382514/,include,"obj=False, wl=True"
042b3ccb7d75,Multiple workflows scheduling in multi-tenant distributed systems: A taxonomy and future directions,"MH Hilman, MA Rodriguez, R Buyya",2020.0,ACM Computing Surveys (CSUR),"existing taxonomies of workflow scheduling in clouds focus  mostly on a single workflow  scheduling, this study addresses  As a result, heterogeneity becomes a defining characteristic",https://dl.acm.org/doi/abs/10.1145/3368036,exclude,no optimization method
2fd8110ccbc5,Scheduling ensemble workflows on hybrid resources in IaaS clouds,"L Chen, G Liu, J Zhang, X Zhang",2025.0,Computing,"-a-Service clouds for high-performance computing. The dynamic  have been applied to single  cloud workflow scheduling [7, 8]  The workflow scheduling problem on heterogeneous VMs",https://link.springer.com/article/10.1007/s00607-024-01386-8,exclude,no optimization method
dca408cabb22,A hpc co-scheduler with reinforcement learning,"A Souza, K Pelckmans, J Tordsson",2021.0,Workshop on Job Scheduling …,"to ever larger cluster scales and heterogeneity of modern scientific  High Performance  Computing (HPC) datacenters process  From user-space, ASA enables novel workflow scheduling",https://link.springer.com/chapter/10.1007/978-3-030-88224-2_7,include,"obj=False, wl=True"
e4d88b5ebdd4,Dynamic Workflow Partitioning via Reinforcement Learning for Edge-Cloud Heterogeneous Systems,"Y Zhang, C Morris",2025.0,Frontiers in Artificial Intelligence Research,has focused on static workflow scheduling in homogeneous  dynamic partitioning in  edge-cloud heterogeneous systems.  scaling and high-performance computing capabilities while,https://sprcopen.org/index.php/FAIR/article/view/455,include,"obj=False, wl=True"
2f199ebd8b2d,Executorlib–Up-scaling Python workflows for hierarchical heterogenous high-performance computing,"J Janssen, M Taylor, P Yang, J Neugebauer",2025.0,The Journal of Open …,"workflows on heterogenous computing resources of high-performance computing (HPC)   For heterogenous workflows, Executorlib enables the use of parallel computing frameworks",https://pure.mpg.de/rest/items/item_3680225/component/file_3680227/content,exclude,no scheduling/mapping focus
0d78f4a17a3e,Intelligent Job Scheduling on High Performance Computing Systems,Y Fan,2021.0,nan,Job scheduler is a crucial component in high-performance computing (HPC) systems. It sorts  and allocates jobs according to site policies and resource availability. It plays an important,https://search.proquest.com/openview/39c530ab85cde54352b18f5c744addd4/1?pq-origsite=gscholar&cbl=18750&diss=y,exclude,no optimization method
8e4c8749018c,Genetic programming for dynamic workflow scheduling in fog computing,"M Xu, Y Mei, S Zhu, B Zhang, T Xiang",2023.0,IEEE Transactions …,"Huang, “Budget and sla aware dynamic workflow scheduling in cloud computing with  heterogeneous resources,” in Proceedings of the IEEE Congress on Evolutionary Computation,",https://ieeexplore.ieee.org/abstract/document/10064120/,include,"obj=False, wl=True"
d48595e90ccc,A Novel Scheduling Approach for Spark Workflow Tasks With Deadline and Uncertain Performance in Multi-Cloud Networks,"KY Rajput, X Li, J Zhang",2024.0,IEEE Transactions on …,", and effectively managing workflow scheduling presents a significant  A high-performance  computing paradigm is crucial to manag for workflow scheduling in heterogeneous distributed",https://ieeexplore.ieee.org/abstract/document/10646491/,exclude,no optimization method
3e4c81c060e3,A resource optimization scheduling model and algorithm for heterogeneous computing clusters based on GNN and RL,"Z Zhang, C Xu, K Liu, S Xu",2024.0,The Journal of …,"high-performance computing, cluster computing, and computer hardware has led to the  prominence of heterogeneous  learning-based cloud workflow scheduling method named Lore.",https://search.proquest.com/openview/155ec98e16be1a43d940bca0b757ce7a/1?pq-origsite=gscholar&cbl=2043774,include,"obj=False, wl=True"
7e5953503965,Predictive State-aware Deep Reinforcement Learning with Hyper-Heuristic for Resolving Conflicting Objectives in Scientific Workflow Scheduling,"AS Bajaher, NAWA Hamid, I Ahmad, ZM Hanapi",2025.0,IEEE Access,"heterogeneous workflow scheduling while being aware of deadlines and budgets. The proposed  workflow scheduling  For example, high-performance computing nodes are assigned to",https://ieeexplore.ieee.org/abstract/document/11186249/,include,"obj=True, wl=True"
7140d6922e6b,Reliability/performance-aware scheduling for parallel applications with energy constraints on heterogeneous computing systems,"J Peng, K Li, J Chen, K Li",2022.0,IEEE Transactions on Sustainable …,"respectively, which are widely used in high-performance computing systems [29]. In addition,   workflow scheduling algorithm on heterogeneous systems,” IEEE Trans. Ind. Inform., vol.",https://ieeexplore.ieee.org/abstract/document/9695188/,include,"obj=True, wl=True"
22fff180f1b2,DE-GWO: a multi-objective workflow scheduling algorithm for heterogeneous fog-cloud environment,"P Shukla, S Pandey",2024.0,Arabian Journal for Science and Engineering,were mostly deployed on High Performance Computing (HPC) platforms [ heterogeneous  FCE which includes mapping of tasks constituting workflows onto the available heterogeneous,https://link.springer.com/article/10.1007/s13369-023-08425-0,include,"obj=False, wl=True"
a42df40b8222,Scalable HPC job scheduling and resource management in SST,"A Abdurahman, A Hossain, KA Brown",2024.0,2024 Winter …,system throughput and efficiency maximization in high-performance computing (HPC) systems.   This strategy is particularly effective in environments where resource heterogeneity can,https://ieeexplore.ieee.org/abstract/document/10838714/,exclude,no optimization method
a00b9a97b29c,CPTF–a new heuristic based branch and bound algorithm for workflow scheduling in heterogeneous distributed computing systems,"D Sirisha, SS Prasad",2024.0,CCF Transactions on High Performance Computing,computation requirements and necessitate Heterogeneous Distributed Computing Systems  ( First (CPTF) algorithm is proposed for workflow scheduling on HDCS to achieve the best,https://link.springer.com/article/10.1007/s42514-024-00192-0,include,"obj=False, wl=True"
7c8693e6b06c,Energy and resource efficient workflow scheduling in a virtualized cloud environment,"N Garg, D Singh, MS Goraya",2021.0,Cluster Computing,"Most of workflow scheduling algorithms have focused on  The selection of an efficient and  effective workflow scheduling  , dynamic provisioning of unlimited heterogeneous resources is",https://link.springer.com/article/10.1007/s10586-020-03149-4,include,"obj=True, wl=True"
7d6d8acdb656,Energy efficient workflow scheduling algorithm for latency-sensitive applications using cloud-fog collaboration,"P Shukla, S Pandey",2023.0,2023 IEEE International Conference on …,") for optimizing workflow scheduling in heterogeneous CFC.  demand for more high  performance computing capabilities. So,  at hand is to optimize the workflow scheduling in",https://ieeexplore.ieee.org/abstract/document/10469573/,include,"obj=True, wl=True"
10327943a5e9,Contention-aware reliability efficient scheduling on heterogeneous computing systems,"L Zhang, K Li, W Zheng, K Li",2017.0,IEEE Transactions on …,measurements in modern high-performance computing. The  high system reliability for  workflow scheduling. Two novel  constrained tasks on multiple heterogeneous computers. Benoit,https://ieeexplore.ieee.org/abstract/document/8015140/,exclude,no optimization method
4ca268b6a653,Scheduling workflows with composite tasks: A nested particle swarm optimization approach,"A Song, WN Chen, X Luo, ZH Zhan",2020.0,IEEE Transactions on …,"a novel model for WorkFlow Scheduling, which models heavy  when scheduling high-performance  computing applications  the heterogeneous processors, the Heterogeneous Earliest-",https://ieeexplore.ieee.org/abstract/document/9007494/,include,"obj=False, wl=True"
0dbca4d601a9,Online multi-workflow scheduling under uncertain task execution time in IaaS clouds,"J Liu, J Ren, W Dai, D Zhang, P Zhou",2019.0,… on Cloud Computing,"Traditional high performance computing platforms [4], such as clusters and grids [5], have  very  Since the workflow scheduling problem is a well-known NP-hard problem, it has been",https://ieeexplore.ieee.org/abstract/document/8669862/,exclude,no optimization method
00372ab29faf,Workflow Scheduling Method in Multi-Cluster Environments Using Tasks' Spatiotemporal Attributes,"Y Geng, J Chen, H Yan, Q Hao, A Zhang",2024.0,2024 4th …,Workflow scheduling based on multi-cluster is an important technology for the application  of heterogeneous  is that the heterogeneity of computing resources is not fully considered.,https://ieeexplore.ieee.org/abstract/document/10929539/,exclude,no optimization method
6e8cca345bf4,Hybrid meta-heuristic genetic algorithm: Differential evolution algorithms for scientific workflow scheduling in heterogeneous cloud environment,"FA Saif, R Latip, MN Derahman, AA Alwan",2022.0,Proceedings of the future …,This research aims to investigate how heterogeneous cloud computing affects workflow  scheduling is more proper for executing workflow scheduling in heterogeneous cloud computing.,https://link.springer.com/chapter/10.1007/978-3-031-18344-7_2,include,"obj=False, wl=True"
77072b2826bc,A Survey of Advancements in Scheduling Techniques for Efficient Deep Learning Computations on GPUs,"R Kaur, A Asad, S Al Abdul Wahid, F Mohammadi",2025.0,Electronics,of heterogeneous computing is to leverage the unique features and strengths of both CPUs  and GPUs to achieve high-performance computing list-based workflow scheduling algorithms,https://www.mdpi.com/2079-9292/14/5/1048,related_survey,survey paper - use as reference
81802f55dd3c,Scheduling beyond CPUs for HPC,"Y Fan, Z Lan, P Rich, WE Allcock, ME Papka",2019.0,Proceedings of the 28th …,The exponential growth in computing power has enabled highperformance computing (HPC  ]; Jakob et al. formulated a workflow scheduling problem in grid into optimizing a weighted,https://dl.acm.org/doi/abs/10.1145/3307681.3325401,include,"obj=False, wl=True"
84c7ca0f59c3,Multi-tree genetic programming hyper-heuristic for dynamic flexible workflow scheduling in multi-clouds,"Z Sun, Y Mei, F Zhang, H Huang, C Gu",2024.0,IEEE Transactions on …,Multi-cloud is a promising paradigm due to its advantages such as avoiding vendor lock-in  and optimising costs. This article focuses on dynamic flexible workflow scheduling with,https://ieeexplore.ieee.org/abstract/document/10509784/,include,"obj=True, wl=True"
53f015f70641,MOHBA: multi-objective workflow scheduling in cloud computing using hybrid BAT algorithm,S Sobhanayak,2023.0,Computing,"systems and cloud computing high-performance computing is becoming more accessible to   for workflow scheduling in heterogeneous multiprocessors, Heterogeneous Earliest Finish",https://link.springer.com/article/10.1007/s00607-023-01175-9,include,"obj=False, wl=True"
667d239e12ef,Battery-aware workflow scheduling for portable heterogeneous computing,"F Jiang, Y Xia, L Yan, W Liu, X Zhang",2024.0,IEEE Transactions on …,"scheduling to reduce energy consumption in heterogeneous computing platforms [14]–[16].   on traditional heterogeneous computing platforms, such as highperformance computing,",https://ieeexplore.ieee.org/abstract/document/10418576/,exclude,no optimization method
b9381546dd19,Scientific workflow scheduling in multi-cloud computing using a hybrid multi-objective optimization algorithm,"A Mohammadzadeh, M Masdari",2023.0,Journal of Ambient Intelligence and …,"Scientists required a high-performance computing environment, such as cluster  computing,  This paper proposes a workflow scheduling algorithm for heterogeneous multi-cloud",https://link.springer.com/article/10.1007/s12652-021-03482-5,include,"obj=False, wl=True"
b24ae1028005,Efficient Probabilistic Workflow Scheduling for IaaS Clouds,"GR Russo, R Marotta, F Cordari, F Quaglia",2024.0,arXiv preprint arXiv …,"due to the greater complexity of the workflow scheduling problem in its  EPOSS, a novel  workflow scheduling algorithm for IaaS  size and number of heterogeneous virtual machine types",https://arxiv.org/abs/2412.06073,include,"obj=False, wl=True"
52a358957230,Dynamic multiworkflow deadline and budget constrained scheduling in heterogeneous distributed systems,"G Wang, Y Wang, MS Obaidat, C Lin",2021.0,IEEE Systems …,"the algorithm handles dynamic workflow scheduling on parallel heterogeneous resources,  we  His research interests include high-performance computing, computer architecture, and",https://ieeexplore.ieee.org/abstract/document/9464156/,include,"obj=True, wl=True"
fb0e0d138a53,Reliability based workflow scheduling on cloud computing with deadline constraint,"S Khurana, G Sharma, M Kumar, N Goyal",2023.0,Wireless Personal …,"In a cloud, heterogeneous context, job scheduling with  While working in the heterogeneous  cloud environment, tasks  conference on high performance computing and communication",https://link.springer.com/article/10.1007/s11277-023-10337-z,exclude,no optimization method
18f363ac307f,Reliability-aware task scheduling for energy efficiency on heterogeneous multiprocessor systems.,"Z Deng, D Cao, H Shen, Z Yan",2021.0,Journal of …,"Since gem5 has been widely used in computer architecture simulations and in the evaluation  of new architectures for high performance computing systems [92], our experiments are",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09208542&AN=152351882&h=b4ZicCjSP9tdede25XZaiXoeKxoorH3q5YMChVmMwsOTK0uCmgCdey%2BjAqu1GSuPM9yEjs51AzlGqY8oTVKXNQ%3D%3D&crl=c,exclude,no optimization method
a34b8ddf300e,An Enhanced Workflow Scheduling Algorithm for Cloud Computing Environment.,"S Ahmed, FA Omara",2022.0,International Journal of Intelligent Engineering & …,"Therefore, workflow scheduling is considered one of the most  Because the existing  heterogeneous earliest finish time (HEFT High performance computing (HPC) is the ability to",https://inass.org/wp-content/uploads/2022/09/2022123156-3.pdf,include,"obj=False, wl=True"
5bd79ab0eb26,Challenges of translating HPC codes to workflows for heterogeneous and dynamic environments,"F Benkhaldoun, C Cérin, I Kissami",2017.0,… on High Performance …,"By focusing on the scientists, the focus of designing scientific workflow system shifts away  from the workflow scheduling activities, typically considered by grid computing environments",https://ieeexplore.ieee.org/abstract/document/8035169/,exclude,no optimization method
4bbdc003db5e,Multi-QoS constrained and profit-aware scheduling approach for concurrent workflows on heterogeneous systems,"H Arabnejad, JG Barbosa",2017.0,Future Generation Computer Systems,"presents a scheduling algorithm that manages concurrent workflows in a dynamic environment  in which jobs are submitted by users at any moment in time, on shared heterogeneous",https://www.sciencedirect.com/science/article/pii/S0167739X16303740,include,"obj=True, wl=True"
2d4605b6e72e,A heterogeneous dynamic scheduling minimized make-span for energy and performance balancing,"S Fatima, VM Vishwanath",2018.0,2018 Second International …,-- CPU-GPU accelerator based heterogeneous cloud computing systems can   High Performance Computing (HPC). To completely understand the strength of heterogeneous,https://ieeexplore.ieee.org/abstract/document/8479505/,exclude,no optimization method
0b043d220823,Tri-Objective workflow scheduling and optimization in heterogeneous cloud environments,"H Alrammah, Y Gu, Z Liu",2020.0,2020 IEEE International Parallel and …,"In order to overcome both limitations, we propose a heuristic algorithm on workflow  scheduling in a cloud, called Multi-objective Optimization for Makespan, Cost and Energy (MOMCE),",https://ieeexplore.ieee.org/abstract/document/9150455/,include,"obj=True, wl=True"
0067fab47314,Data locality-aware and QoS-aware dynamic cloud workflow scheduling in Hadoop for heterogeneous environment,"F Ding, M Ma",2023.0,international journal of web and grid …,"Different from the existing work, we investigate the workflow scheduling procedure rests on  data placement based on data-locality in addition to QoS in heterogeneous environments of",https://www.inderscienceonline.com/doi/abs/10.1504/IJWGS.2023.129338,exclude,no optimization method
c54dbe071f02,OKCM: improving parallel task scheduling in high-performance computing systems using online learning.,"J Li, X Zhang, L Han, Z Ji, X Dong",2021.0,Journal of …,"Task scheduling is becoming increasingly important in large-scale high-performance computing  real-time systems as the parallel scale, number and types of task continue to increase.",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09208542&AN=150260059&h=82GNTZnCt69qNBd%2FuvyP7KyEd8d9DwDhnTPjdzX3vvySgmFNxUpxh4SrF4UhCFkQ9uftvyyiY85zo2YEkQ%2BD%2Fw%3D%3D&crl=c,exclude,no optimization method
7a8eb75bcec3,The role of AI-driven technologies in cloud workflow scheduling: a structured review,"K Namdev, R Rajak, M Sajid, N Rajak",2025.0,Journal of Ambient Intelligence …,", and RL techniques in workflow scheduling not only enhances  workflow scheduling has  potential applications in areas such as edge computing, IoT, and high-performance computing (",https://link.springer.com/article/10.1007/s12652-025-05016-9,exclude,no optimization method
be4647fcd832,Time effective workflow scheduling using genetic algorithm in cloud computing,"R Nagar, DK Gupta, RM Singh",2018.0,International Journal of Information …,implemented to make it usable on real life high performance computing setting. The   Authors proposed a list based scheduling technique named PEFT for heterogeneous distributed,https://www.academia.edu/download/96988453/IJITCS-V10-N1-8.pdf,include,"obj=False, wl=True"
c5ebbce7379c,"Scheduling multi-workflows over edge computing resources with time-varying performance, a novel probability-mass function and DQN-based approach","H Liu, Y Ma, P Chen, Y Xia, Y Ma, W Zheng",2020.0,… Conference on Web …,"In this work, we study the workflow scheduling problem in the multi-user edge computing   as a high performance computing environment with a large-scale, heterogeneous collection of",https://link.springer.com/chapter/10.1007/978-3-030-59618-7_13,exclude,no optimization method
c6e5490cf07e,Analysis of energy efficient workflow allocation in cloud computing,"MM Nezami, A Kumar, M Shahid",2023.0,2023 IEEE 12th …,"Cloud provides elastic and on-demand provisioning of high performance computing  workflow  scheduling. In this study, we offer an overview of existing research for workflow scheduling",https://ieeexplore.ieee.org/abstract/document/10134644/,exclude,no optimization method
a62d637071e0,An efficient resource utilization technique for scheduling scientific workload in cloud computing environment,"NP Sodinapalli, S Kulkarni, NA Sharief",2022.0,… Journal of Artificial …,"in the real time scenario for heterogeneous multi-core processing  In [17], [26] proposed two  resourceful workflow scheduling  Algorithms for High Performance Computing Applications.",https://search.proquest.com/openview/3bb0cde703adf7aa58af254422f9589a/1?pq-origsite=gscholar&cbl=1686339,include,"obj=True, wl=True"
ee260fccd82d,Cloud computing: a multi-workflow scheduling algorithm with dynamic reusability,"M Adhikari, S Koley",2018.0,Arabian Journal for Science and Engineering,"for propping up heterogeneous workflow applications to realize  are tailored on multi-workflow  scheduling exertion. These  distributed computing, high-performance computing as well as",https://link.springer.com/article/10.1007/s13369-017-2739-0,include,"obj=False, wl=True"
f3f2c7450df2,Towards efficient bounds on completion time and resource provisioning for scheduling workflows on heterogeneous processing systems,"D Sirisha, G Vijayakumari",2017.0,… of Grid and High Performance Computing …,"The rest of the paper is configured as follows: in Section 2, the workflow scheduling problem  on HPS is defined. In Sections 3 and 4, the generic BnB strategy and the related work are",https://www.igi-global.com/article/towards-efficient-bounds-on-completion-time-and-resource-provisioning-for-scheduling-workflows-on-heterogeneous-processing-systems/185774,exclude,no optimization method
e102597d3e7d,Promoting Resource Utilization in HPC via Scheduling,"G Xian, Y Tan, J Yu, W Yang, B Li",2025.0,… and Computation: Practice …,"high-performance computing, offering novel insights into intelligent resource management.   [18] proposed a cloud workflow scheduling algorithm based on multi-objective reinforcement",https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.70385,include,"obj=True, wl=True"
19312f01816c,Runtime and energy constrained work scheduling for heterogeneous systems.,"V Raca, SW Umboh, E Mehofer",2022.0,Journal of …,Heterogeneous hardware systems consisting of CPUs and  systems in the field of high-performance  computing (HPC). A  -efficiency and makespan for workflow scheduling in system’s,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09208542&AN=159501086&h=Gx395hR9mvsP%2FQFoc34oee9caj%2BEXXa8W8OqY3L9YS9sa73YTtaT3VGlgbeuiz5g82PTPsRT5vDrYLMiLlLdKg%3D%3D&crl=c,exclude,no optimization method
b84df21cea8f,An HC-CSO Algorithm for Workflow Scheduling in Heterogeneous Cloud Computing System,"J Bhagwan, S Kumar",2021.0,International Journal of Advanced …,"technology via big storage facilities, high-performance computing, and other hardware and   The major aim of cloud computing technology is to provide high-performance computing",https://search.proquest.com/openview/45fba963c11c569fa83b4c346bdc6890/1?pq-origsite=gscholar&cbl=5444811,include,"obj=False, wl=True"
